trk_id;str_to_translate;context;fr_FR; es_ES; it_IT; de_DE
336633;{T} : I gain two Kelon counters.  {T}, Spend one of my Kelon counters: the next Character you play this turn gains 1 boost$[BB].;AX_Common_KelonCylinder;;;;
336636;In true Axiom fashion, Kelon Elementals like to put everything to the taste.;AX_Common_KelonElemental;;;;
318243;Kelon Elemental;AX_Common_KelonElemental;;;;
336635;{H} Put a card from your hand in Reserve.;AX_Common_KelonElemental;;;;
331182;{2}, {T} : Draw a card.;AX_Common_KelonicGenerator;;;;
339755;Kelonic Generator;"AX_Common_KelonicGenerator;AX_Rare_KelonicGenerator";;;;
336637;Activate the {j} triggers of target Permanent you control.;AX_Common_MechanicalTraining;;;;
331183;Mechanical Training;AX_Common_MechanicalTraining;;;;
336638;To learn to create, first learn to fix.;AX_Common_MechanicalTraining;;;;
336641;Character - Engineer Deity;AX_Common_Ogun;;;;
331185;Ogun;AX_Common_Ogun;;;;
336640;With every blow of his hammer, Ogun forges the Axiom's destiny.;AX_Common_Ogun;;;;
336639;{J} Robots you control gain 1 boost$[BB].;AX_Common_Ogun;;;;
318248;Sierra & Oddball;AX_Common_SierraOddball;;;;
336643;There's nothing crazier than seeing what you've built come to life! TEST THAI;AX_Common_SierraOddball;;;;
336642;When you play a Permanent with Hand Cost {3} or more — You may exhaust me ({T}) to create a [BRASSBUG] Robot token in target Expedition.;AX_Common_SierraOddball;;;;
318249;Axiom Hero;"AX_Common_SierraOddball;AX_Common_SubhashMarmo";;;;
336644;At Noon — You may pay {1} and put a card from your hand in Reserve to create a [BRASSBUG] Robot token in target Expedition.;AX_Common_SubhashMarmo;;;;
331187;Subhash & Marmo;AX_Common_SubhashMarmo;;;;
339757;{J} If you control two or more Landmarks, I gain 1 boost$[BB]. (Cards in Reserve are not controlled.);AX_Common_ThreeLittlePigs;;;;
339756;Three Little Pigs;"AX_Common_ThreeLittlePigs;AX_Rare_ThreeLittlePigs";;;;
339758;Together they can build more than just a stone house.;"AX_Common_ThreeLittlePigs;AX_Rare_ThreeLittlePigs";;;;
336646;Ting! Ting-a-ling! There's something magical in mischievous tinkering...;AX_Common_TinkerBell;;;;
318251;Tinker Bell;AX_Common_TinkerBell;;;;
336645;{R} $[SABOTAGE].;AX_Common_TinkerBell;;;;
339759;#{J} [RESUPPLY].#  At Noon — $[RESUPPLY].;AX_Rare_AxiomReprocessor;;;;
340311;{J} Create a [BRASSBUG] Robot token in target Expedition.  At Noon — Create a [BRASSBUG] Robot token in target Expedition.  #When a Robot joins your Expeditions — It gains 1 boost.#;AX_Rare_BrassbugHive;;;;
340312;#{D} : The next Permanent you play this turn costs {1} less.# (Discard me from Reserve to do this.);AX_Rare_FrogPrince;;;;
339760;#{D} : Activate the {j} triggers of target Permanent you control.# (Discard me from Reserve to do this.);AX_Rare_JianAssemblyOverseer;;;;
341688;" ""Suspira's mines will soon run dry. Your precious Kelon will run dry. """;AX_Rare_KelonicGenerator;;;;
341687;#{1}#, {T} : Draw a card.;AX_Rare_KelonicGenerator;;;;
341674;#{J} [RESUPPLY].#  If you would #$[RESUPPLY], instead, reveal the top two cards of your deck. Put one in Reserve, and discard the other.#;AX_Rare_TheOuroborosLyraBastion;;;;
341673;The Expeditionary Corps' mobile outpost soars high, like a spinning wheel weaving the wind.;AX_Rare_TheOuroborosLyraBastion;;;;
341672;The Ouroboros, Lyra Bastion;AX_Rare_TheOuroborosLyraBastion;;;;
327599;#{D} : The next Permanent you play this turn costs {1} less.# (Discard me from your Reserve to activate this effect);AX_Rare_ThreeLittlePigs;;;;
339761;{J} If you control two or more Landmarks, I gain #2 boosts$[BB]#. (Cards in Reserve are not controlled.);AX_Rare_ThreeLittlePigs;;;;
328055;$[TOUGH_1].;BR_Common_Achilles;;;;
327566;Achilles;BR_Common_Achilles;;;;
327569;$[GIGANTIC].;BR_Common_Atlas;;;;
317724;Atlas;BR_Common_Atlas;;;;
336555;Character - Titan;BR_Common_Atlas;;;;
336556;Atsadi & Surge;BR_Common_AtsadiSurge;;;;
336558;Heroism counter;BR_Common_AtsadiSurge;;;;
336557;I begin the game with five Heroism counters.  When you play a Character with Hand Cost greater than or equal to my number of Heroism counters — Draw a card and I gain a Heroism counter.;BR_Common_AtsadiSurge;;;;
318220;Bravos Hero;"BR_Common_AtsadiSurge;BR_Common_BasiraKaizaimon;BR_Common_KojoBooda";;;;
336559;Basira & Kaizaimon;BR_Common_BasiraKaizaimon;;;;
336560;When a Character you control gains 1 or more boosts — You may exhaust me ({T}) to have target Character gain 1 boost$[BB].;BR_Common_BasiraKaizaimon;;;;
317727;Booda;BR_Common_Booda;;;;
336561;Token - Companion;BR_Common_Booda;;;;
336562;$[SEASONED].  {J} I gain 1 boost.;BR_Common_BravosBladedancer;;;;
331157;Bravos Bladedancer;BR_Common_BravosBladedancer;;;;
318209;Bravos Pathfinder;BR_Common_BravosPathfinder;;;;
336563;Character - Adventurer;"BR_Common_BravosPathfinder;BR_Common_BravosTracer;BR_Common_BravosVanguard;BR_Common_HavenBouncer;BR_Common_HuaMulan;BR_Common_IssunBoshi;BR_Common_Red;BR_Rare_BravosTracer;AX_Common_AmeliaEarhart";;;;
318211;Bravos Tracer;"BR_Common_BravosTracer;BR_Rare_BravosTracer";;;;
336564;{J} I gain $[FLEETING_CHAR].;"BR_Common_BravosTracer;BR_Rare_BravosTracer";;;;
331626;Bravos Vanguard;BR_Common_BravosVanguard;;;;
339744;{J} You may have another target Character lose [FLEETING_CHAR]. (If it would be sent to Reserve, discard it instead.);BR_Common_BravosVanguard;;;;
320434;Character - Trainer;BR_Common_Chiron;;;;
318212;Chiron;BR_Common_Chiron;;;;
336566;{J} Target Character gains 1 boost$[BB].;BR_Common_Chiron;;;;
318215;Haven Bouncer;BR_Common_HavenBouncer;;;;
336567;{H} $[SABOTAGE].  {R} I gain 1 boost.;BR_Common_HavenBouncer;;;;
331629;Haven, Bravos Bastion;BR_Common_HavenBravosBastion;;;;
336568;"Your Characters have: ""{R} I gain 1 boost$[BB].""";BR_Common_HavenBravosBastion;;;;
336570;Character - Apprentice;BR_Common_HavenTrainee;;;;
320433;Haven Trainee;BR_Common_HavenTrainee;;;;
336569;{R} I gain 2 boosts$[BB].;"BR_Common_HavenTrainee;BR_Common_Ratatoskr;BR_Common_SunWukong";;;;
339745;Haven Warrior;"BR_Common_HavenWarrior;BR_Rare_HavenWarrior";;;;
331631;Helping Hand;BR_Common_HelpingHand;;;;
336571;Target Character gains 1 boost$[BB] and loses [FLEETING_CHAR].;BR_Common_HelpingHand;;;;
318218;Hua Mulan;BR_Common_HuaMulan;;;;
336572;{R} I lose [FLEETING_CHAR].;BR_Common_HuaMulan;;;;
336573;$[FLEETING].  Return target Character or Permanent with Hand Cost {4} or less to its owner's hand.;BR_Common_Intimidation;;;;
317736;Intimidation;BR_Common_Intimidation;;;;
331634;Issun-Boshi;BR_Common_IssunBoshi;;;;
336574;{D} : The next Character you play this turn gains 1 boost. (Discard me from Reserve to do this.);BR_Common_IssunBoshi;;;;
336576;$[GIGANTIC].  $[TOUGH_X], where X is the numbers of regions between your Hero and Companion. (If they are adjacent, X equals 0.);BR_Common_KaibaraAsgarthanLeviathan;;;;
336577;Character - Leviathan;BR_Common_KaibaraAsgarthanLeviathan;;;;
328056;Kaibara, Asgarthan Leviathan;BR_Common_KaibaraAsgarthanLeviathan;;;;
336579;Character - Spirit Trainer;BR_Common_Kappa;;;;
336578;Kappa;BR_Common_Kappa;;;;
336580;At Noon, if you are the first player — Create a [BOODA] Companion token in your Companion Expedition.;BR_Common_KojoBooda;;;;
318219;Kojo & Booda;BR_Common_KojoBooda;;;;
339747;$[FLEETING].  Put the top card of your deck in your Mana zone (as an exhausted Mana Orb).;BR_Common_ManaChanneling;;;;
339746;Mana Channeling;BR_Common_ManaChanneling;;;;
336584;$[FLEETING].  Discard one of your Mana Orbs to discard target Character or Permanent.;BR_Common_ManaEruption;;;;
336583;Mana Eruption;BR_Common_ManaEruption;;;;
339748;Mighty Jinn;BR_Common_MightyJinn;;;;
339749;When I leave the Expedition zone — You may put me in my owner's Mana zone (as an exhausted Mana Orb).;BR_Common_MightyJinn;;;;
336593;Character - Elemental;"BR_Common_MightyJinn;BR_Common_TinyJinn;AX_Common_KelonElemental";;;;
336588;$[SEASONED].;BR_Common_Red;;;;
336587;Red;BR_Common_Red;;;;
336590;Character - Dragon Deity;"BR_Common_Shenlong;BR_Rare_Shenlong";;;;
336589;Shenlong;"BR_Common_Shenlong;BR_Rare_Shenlong";;;;
327512;Sun Wukong;"BR_Common_SunWukong;BR_Rare_SunWukong";;;;
336591;Tiny Jinn;BR_Common_TinyJinn;;;;
336592;When I leave the Expedition zone, if I'm [BOOSTED] — Put me in my owner's Mana zone (as an exhausted Mana Orb).  {R} I gain 1 boost.;BR_Common_TinyJinn;;;;
336595;I can't be played if you have less than seven Mana Orbs.;BR_Common_TomoeGozen;;;;
336594;Tomoe Gozen;BR_Common_TomoeGozen;;;;
340310;Target Character gains 3 boosts$[BB].  #Draw a card.#;BR_Rare_PhysicalTraining;;;;
339750;{R} I gain #3 boosts$[BB]#.;BR_Rare_Ratatoskr;;;;
341686;#$[TOUGH_1].#;BR_Rare_Shenlong;;;;
339751;{R} I gain 2 boosts$[BB] #and lose [FLEETING_CHAR]#.;BR_Rare_SunWukong;;;;
336675;A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone;Cards;;;;
336669;After You;Cards;;;;
336671;Anchored;Cards;;;;
336673;Asleep;Cards;;;;
336676;Booda 2/2/2;Cards;;;;
336677;Boosted;Cards;;;;
336678;Brassbug 2/2/2;Cards;;;;
317797;Confirm discard;Cards;;;;
336679;Defender;Cards;;;;
327604;Discard of ${player_name};Cards;;;;
336693;Discard up to one target card from a Reserve.;Cards;;;;
336674;During Dusk, ignore my statistics. During Rest, I don't go to Reserve and I lose Asleep.;Cards;;;;
336672;During Rest, I don't go to Reserve and I lose Anchored.;Cards;;;;
336682;During Rest, I don't go to Reserve.;Cards;;;;
336670;End your turn as if you had played a card. You may still play cards later this Day.;Cards;;;;
336681;Eternal;Cards;;;;
336683;Fleeting;Cards;;;;
336686;Gigantic;Cards;;;;
336687;I am considered present in each of your Expeditions.;Cards;;;;
336695;I keep my boosts when I go to Reserve.;Cards;;;;
336684;If I would be sent to Reserve, discard me instead.;Cards;;;;
336688;Maw 0/0/0;Cards;;;;
336680;My Expedition can't advance during Dusk.;Cards;;;;
336689;Ordis Recruit 1/1/1;Cards;;;;
336691;Put the top card of your deck in Reserve.;Cards;;;;
336690;Resupply;Cards;;;;
336692;Sabotage;Cards;;;;
336694;Seasoned;Cards;;;;
336685;Send me to Discard instead of Reserve after my effect resolves.;Cards;;;;
317796;Show cards;Cards;;;;
336696;Tough 1;Cards;;;;
336698;Tough 2;Cards;;;;
336700;Tough X;Cards;;;;
327605;Your mana cards;Cards;;;;
336697;Your opponent's Spells and abilities that target me cost {1} more.;Cards;;;;
336699;Your opponent's Spells and abilities that target me cost {2} more.;Cards;;;;
336701;Your opponent's Spells and abilities that target me cost {X} more.;Cards;;;;
317751;Choose an assignment;ChooseAssignment;;;;
324022;${player_name} discards ${n} card(s) from the ${source};Discard;;;;
317754;${player_name} puts ${n} card(s) to players' hand;Discard;;;;
341675;Discard ${card};Discard;;;;
341676;Sacrifice ${card};Discard;;;;
324020;discard to ${location} ${card};Discard;;;;
317755;All players draw ${n} card(s);Draw;;;;
317757;Draw ${n} card(s);Draw;;;;
317756;The opponent draws ${n} card(s);Draw;;;;
336650;${player_name} draws ${n} card(s) and put them as mana;DrawMana;;;;
336649;Put ${n} to mana;DrawMana;;;;
317549;You can't take an irreversible action if there is a mandatory undoable action pending (eg unpayable Venom fee);Engine;;;;
317758;Gain ${resources_desc};Gain;;;;
317759;Let ${player_name} gain ${resources_desc};Gain;;;;
317799;Display some settings about the game.;Game;;;;
317800;Pass action;Game;;;;
317801;You;Game;;;;
317513;altered_displayed;Game name;;;;
341680;Decks;"Gameoptions;gameoptions";;;;
341681;Demo decks;"Gameoptions;gameoptions";;;;
341683;Starter decks;"Gameoptions;gameoptions";;;;
341682;[Demo decks];"Gameoptions;gameoptions";;;;
317517;Disabled;"Gameoptions;gamepreferences";;;;
317516;Enabled;"Gameoptions;gamepreferences";;;;
317519;Enabled with timer;"Gameoptions;gamepreferences";;;;
317518;Turn confirmation;"Gameoptions;gamepreferences";;;;
317520;Undoable actions confirmation;"Gameoptions;gamepreferences";;;;
317515;Display tooltips;gamepreferences;;;;
327602;Invoke ${tokenName};InvokeToken;;;;
331639;Let ${player_name} loose ${resources_desc};Loose;;;;
331638;loose ${resources_desc};Loose;;;;
336512;A Cappella Training;LY_Common_ACappellaTraining;;;;
336513;Target Character gains $[FLEETING_CHAR].;LY_Common_ACappellaTraining;;;;
336514;Spell - Song;"LY_Common_ACappellaTraining;LY_Common_TwinkleTwinkle";;;;
318173;All In!;LY_Common_AllIn;;;;
336515;Roll a die. Target Character gains X boosts$[BB], where X is the result.;LY_Common_AllIn;;;;
336516;Amahle, Asgarthan Outcast;LY_Common_AmahleAsgarthanOutcast;;;;
336517;{J} You may discard a card from your Reserve to draw a card.;LY_Common_AmahleAsgarthanOutcast;;;;
336519;Anansi;LY_Common_Anansi;;;;
336520;{J} I gain 1 boost$[BB] for each card in your Reserve.;LY_Common_Anansi;;;;
318175;Asmodeus;"LY_Common_Asmodeus;LY_Rare_Asmodeus";;;;
336522;{J} Roll a die. On a 4 or higher, I gain $[ANCHORED]. Otherwise, I gain 3 boosts$[BB].;"LY_Common_Asmodeus;LY_Rare_Asmodeus";;;;
336523;$[FLEETING].  Choose one:  • Discard target [FLEETING_CHAR], [ANCHORED] or [ASLEEP] Character.  • Discard target Permanent.;LY_Common_ClothCocoon;;;;
318178;Cloth Cocoon;LY_Common_ClothCocoon;;;;
336524;{H} $[RESUPPLY].;LY_Common_Esmeralda;;;;
318180;Esmeralda;"LY_Common_Esmeralda;LY_Rare_Esmeralda";;;;
336526;Character - Artist Deity;LY_Common_Hathor;;;;
318184;Hathor;LY_Common_Hathor;;;;
336525;{D} : Return another card from your Reserve to your hand. (Discard me from Reserve to do this.);LY_Common_Hathor;;;;
336527;Loki;LY_Common_Loki;;;;
336528;{H} Each player discards their hand, then draws three cards.;LY_Common_Loki;;;;
318186;Lyra Chronicler;LY_Common_LyraChronicler;;;;
336530;Lyra Festival;LY_Common_LyraFestival;;;;
336531;{J} Draw a card.  At Dusk — If you control a [FLEETING] Character, another [ANCHORED] Character and yet another [ASLEEP] Character, you win the game.;LY_Common_LyraFestival;;;;
336532;Lyra Navigator;LY_Common_LyraNavigator;;;;
318190;Lyra Skald;LY_Common_LyraSkald;;;;
336533;Lyra Thespian;LY_Common_LyraThespian;;;;
336534;{J} If you have three or more base statistics of 0 among Characters you control, I gain 1 boost$[BB].;LY_Common_LyraThespian;;;;
336537;Character - Animal Spirit;LY_Common_Martengale;;;;
336535;Martengale;LY_Common_Martengale;;;;
336536;{D} : The next card you play this turn costs {1} less. (Discard me from Reserve to do this.);"LY_Common_Martengale;LY_Common_TwinkleTwinkle";;;;
336539;$[FLEETING].  Reveal the top four cards of your Deck. Choose up to two Characters from these cards and put them in your Expeditions. They gain [FLEETING]. Discard the other cards. (Don't activate any {h} triggers.);LY_Common_MindApotheosis;;;;
336538;Mind Apotheosis;LY_Common_MindApotheosis;;;;
336540;Spell - Conjuration;"LY_Common_MindApotheosis;BR_Common_ManaChanneling";;;;
318192;Lyra Hero;LY_Common_NevenkaBlotch;;;;
318191;Nevenka & Blotch;LY_Common_NevenkaBlotch;;;;
336542;{T} : Target a Character you control, then roll a die.  • On a 6 or higher, it gains [ANCHORED]. (During Rest, it doesn't go to Reserve and it loses Anchored.)  • On a 1, send it to Reserve.  • On all other results, it gains 1 boost$[BB].;LY_Common_NevenkaBlotch;;;;
336543;Ouroboros Croupier;LY_Common_OuroborosCroupier;;;;
339742;{H} Roll a die. On a 4 or higher, draw a card. Otherwise, $[RESUPPLY].;LY_Common_OuroborosCroupier;;;;
336545;Ouroboros Inkcaster;LY_Common_OuroborosInkcaster;;;;
336546;When I go to Reserve from the Expedition zone — You may return another card from your Reserve to your hand.;LY_Common_OuroborosInkcaster;;;;
336547;{J} Roll a die. On a 4 or higher, I gain 2 boosts. Otherwise, I gain 1 boost$[BB].;LY_Common_OuroborosTrickster;;;;
318196;Ouroboros Trickster;"LY_Common_OuroborosTrickster;LY_Rare_OuroborosTrickster";;;;
336549;$[FLEETING].  You may discard a card from your Reserve to reduce my cost by {2}.  Return target Character or Permanent to the top of its owner's deck.;LY_Common_PaintPrison;;;;
336548;Paint Prison;LY_Common_PaintPrison;;;;
336550;Tanuki;"LY_Common_Tanuki;LY_Rare_Tanuki";;;;
327563;(*He can't swim.*);LY_Common_TheHatter;;;;
320903;The Hatter;LY_Common_TheHatter;;;;
336551;The Sandman;LY_Common_TheSandman;;;;
336552;{H} Up to one target Character gains $[ASLEEP].;LY_Common_TheSandman;;;;
336553;Twinkle Twinkle;LY_Common_TwinkleTwinkle;;;;
327564;#{J}# $[RESUPPLY].;LY_Rare_Esmeralda;;;;
339743;{J} Roll a die. On a 4 or higher, I gain #3 boosts#. Otherwise, I gain 1 boost$[BB].;LY_Rare_OuroborosTrickster;;;;
340309;{H} $[SABOTAGE].  #{R} Roll a die. On a 4 or higher, [SABOTAGE].#;LY_Rare_Tanuki;;;;
317677;First player;Meeples;;;;
317798;Fleeting: if I would be send to reserve, banish me instead.;Meeples;;;;
331193;move ${card_name} to opposite expedition;MoveCard;;;;
331192;move a character to opposite expedition;MoveCard;;;;
323690;Move expedition;"MoveCard;MoveExpedition";;;;
324023;In tie-breaker this power have no effect.;MoveExpedition;;;;
318151;Cernunnos;MU_Common_Cernunnos;;;;
336497;Character - Druid Deity;MU_Common_Cernunnos;;;;
336499;Character - Plant;"MU_Common_ConiferalConeman;MU_Common_DaughterofYggdrasil;MU_Common_SneezerShroom;MU_Rare_ConiferalConeman;MU_Rare_SneezerShroom";;;;
336498;{J} I gain $[ANCHORED].;"MU_Common_ConiferalConeman;MU_Common_SneezerShroom;MU_Common_SpindleHarvesters;MU_Rare_ConiferalConeman";;;;
317698;Coniferal Coneman;"MU_Common_ConiferalConeman;MU_Rare_ConiferalConeman";;;;
318155;Daughter of Yggdrasil;MU_Common_DaughterofYggdrasil;;;;
336500;{H} Target opponent draws a card.;MU_Common_DaughterofYggdrasil;;;;
317703;Inari;MU_Common_Inari;;;;
317704;Kitsune;MU_Common_Kitsune;;;;
336501;{H} Each player draws a card.;MU_Common_Kitsune;;;;
336502;Character - Spirit;"MU_Common_Kitsune;LY_Common_Tanuki;LY_Rare_Tanuki";;;;
336504;Spell - Boon;"MU_Common_MeditationTraining;MU_Common_Nurture;MU_Rare_MeditationTraining;MU_Rare_Nurture;MU_Rare_PhysicalTraining;LY_Common_AllIn;BR_Common_HelpingHand;BR_Common_PhysicalTraining;BR_Rare_PhysicalTraining;AX_Common_MechanicalTraining";;;;
318158;Meditation Training;"MU_Common_MeditationTraining;MU_Rare_MeditationTraining";;;;
336503;Target Character with Hand Cost {3} or less gains $[ANCHORED].;"MU_Common_MeditationTraining;MU_Rare_MeditationTraining";;;;
317707;Muna Druid;MU_Common_MunaDruid;;;;
336505;{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.);"MU_Common_MunaDruid;LY_Common_TheHatter";;;;
336506;Character - Druid;"MU_Common_MunaDruid;MU_Common_YongSuVerdantWeaver;MU_Rare_YongSuVerdantWeaver";;;;
336507;Up to two target Characters each gain 1 boost$[BB].;MU_Common_Nurture;;;;
318160;Nurture;"MU_Common_Nurture;MU_Rare_Nurture";;;;
341264;{H} Target Character gains $[ANCHORED].;MU_Common_Parvati;;;;
341263;Parvati;"MU_Common_Parvati;MU_Rare_Parvati";;;;
317712;Sneezer Shroom;"MU_Common_SneezerShroom;MU_Rare_SneezerShroom";;;;
336508;Character - Plant Animal;MU_Common_SpindleHarvesters;;;;
318162;Spindle Harvesters;MU_Common_SpindleHarvesters;;;;
318164;Muna Hero;MU_Common_TeijaNauraa;;;;
318163;Teija & Nauraa;MU_Common_TeijaNauraa;;;;
