ID;ID Base;Faction;Alteration;Name EN;Name FR;Name DE;Name ES;Name IT;Type;Sub-Type;Cost;Recall Cost;Vegetal;Mineral;Aquatic;Effect EN;Echo EN;Effect FR;Echo FR;Effect DE;Echo DE;Effect ES;Echo ES;Effect IT;Echo IT;Flavor EN;Flavor FR;Flavor DE;Flavor ES;Flavor IT;Numbering;Artist
ALT_CYCLONE_B_AX_68_R2;ALT_CYCLONE_B_AX_68_C;YZ;RARE;Bessie Coleman;;;;;CHARACTER;ADVENTURER;2;2;2;2;2;When you sacrifice a #Character# or Permanent — If I have no boosts, I gain 1 boost.;;;;;;;;;;"""I was destined to fly. I was born to fly."" - Bessie";;;;;;DOBA
ALT_CYCLONE_B_AX_69_C;ALT_CYCLONE_B_AX_69_C;AX;COMMON;FarFetch 2.0;;;;;CHARACTER;ROBOT;4;4;3;4;4;{J} You may sacrifice a Permanent. If you do, target Character switches Expeditions. (It leaves its Expedition and joins its controller's other Expedition.);;;;;;;;;;"""I'm glad I got my hooks into this new version!"" - Paju";;;;;;Zael
ALT_CYCLONE_B_AX_69_R1;ALT_CYCLONE_B_AX_69_C;AX;RARE;FarFetch 2.0;;;;;CHARACTER;ROBOT;#3#;#3#;3;#3#;#3#;{J} You may sacrifice a Permanent. If you do, target Character switches Expeditions.;;;;;;;;;;"""I'm glad I got my hooks into this new version!"" - Paju";;;;;;Zael
ALT_CYCLONE_B_AX_69_R2;ALT_CYCLONE_B_AX_69_C;YZ;RARE;FarFetch 2.0;;;;;CHARACTER;ROBOT;#3#;#3#;3;#3#;#3#;{J} You may sacrifice a #Character# or Permanent. If you do, target Character switches Expeditions.;;;;;;;;;;"""I'm glad I got my hooks into this new version!"" - Paju";;;;;;Zael
ALT_CYCLONE_B_AX_70_C;ALT_CYCLONE_B_AX_70_C;AX;COMMON;Paju, Axiom Pilot;;;;;CHARACTER;ADVENTURER;2;2;2;2;2;;{D} : Create an [AEROLITH] token in target player's Landmarks. (Discard me from Reserve to do this.);;;;;;;;;"""Look, Paju. Wandering unknown skies was our dream, and now we've achieved it."" - Treyst";;;;;;Victor Canton
ALT_CYCLONE_B_AX_70_R1;ALT_CYCLONE_B_AX_70_C;AX;RARE;Paju, Axiom Pilot;;;;;CHARACTER;ADVENTURER;2;2;2;2;#0#;#When a Robot or a token joins my Expedition — If I have no boosts, I gain 1 boost, then create an [AEROLITH] token in your Landmarks.#;{D} : Create an [AEROLITH] token in target player's Landmarks.;;;;;;;;;"""Look, Paju. Wandering unknown skies was our dream, and now we've achieved it."" - Treyst";;;;;;Victor Canton
ALT_CYCLONE_B_AX_70_R2;ALT_CYCLONE_B_AX_70_C;YZ;RARE;Paju, Axiom Pilot;;;;;CHARACTER;ADVENTURER;2;2;2;2;#0#;#When a Robot or a token joins my Expedition — If I have no boosts, I gain 1 boost, then create an [AEROLITH] token in your Landmarks.#;{D} : Create an [AEROLITH] token in target player's Landmarks.;;;;;;;;;"""Look, Paju. Wandering unknown skies was our dream, and now we've achieved it."" - Treyst";;;;;;Victor Canton
ALT_CYCLONE_B_AX_71_C;ALT_CYCLONE_B_AX_71_C;AX;COMMON;Medusa;;;;;CHARACTER;DEITY;3;5;3;2;3;"{R} You may discard target Character. If you do, create an [AEROLITH] token in its controller's Landmarks. (It's a Permanent with ""When I'm sacrificed — Resupply. {T}, {1}: Sacrifice me."")";;;;;;;;;;They made her a monster simply for defending herself.;;;;;;Nestor Papatriantafyllou
ALT_CYCLONE_B_AX_71_R1;ALT_CYCLONE_B_AX_71_C;AX;RARE;Medusa;;;;;CHARACTER;DEITY;3;5;3;#3#;3;{R} You may discard target Character. If you do, create an [AEROLITH] token in #each player's# Landmarks.;;;;;;;;;;They made her a monster simply for defending herself.;;;;;;Nestor Papatriantafyllou
ALT_CYCLONE_B_AX_71_R2;ALT_CYCLONE_B_AX_71_C;BR;RARE;Medusa;;;;;CHARACTER;DEITY;3;5;3;2;3;{R} You may discard target Character. If you do, create an [AEROLITH] token in its controller's Landmarks.;;;;;;;;;;They made her a monster simply for defending herself.;;;;;;Nestor Papatriantafyllou
ALT_CYCLONE_B_AX_72_C;ALT_CYCLONE_B_AX_72_C;AX;COMMON;Axiom Puppeteer;;;;;CHARACTER;ENGINEER ROBOT;3;2;3;3;0;{H} You may sacrifice a Permanent to [SABOTAGE_INF]. (Discard up to one target card from a Reserve.);;;;;;;;;;"""In rock-paper-scissors, I always win by a knockout.""";;;;;;Anh Tung
ALT_CYCLONE_B_AX_72_R1;ALT_CYCLONE_B_AX_72_C;AX;RARE;Axiom Puppeteer;;;;;CHARACTER;ENGINEER ROBOT;3;2;3;3;0;{H} You may sacrifice a Permanent to [SABOTAGE_INF].  #When you sacrifice a Permanent — If I have no boosts, I gain 1 boost.#;;;;;;;;;;"""In rock-paper-scissors, I always win by a knockout.""";;;;;;Anh Tung
ALT_CYCLONE_B_AX_72_R2;ALT_CYCLONE_B_AX_72_C;YZ;RARE;Axiom Puppeteer;;;;;CHARACTER;ENGINEER ROBOT;3;2;3;3;0;{H} You may sacrifice a #Character# or Permanent to [SABOTAGE_INF].;;;;;;;;;;"""In rock-paper-scissors, I always win by a knockout.""";;;;;;Anh Tung
ALT_CYCLONE_B_AX_73_C;ALT_CYCLONE_B_AX_73_C;AX;COMMON;Marie Curie;;;;;CHARACTER;SCIENTIST;3;2;3;3;2;;;;;;;;;;;"""It is important to make a dream of life and of a dream reality.""";;;;;;Taras Susak
ALT_CYCLONE_B_AX_73_R1;ALT_CYCLONE_B_AX_73_C;AX;RARE;Marie Curie;;;;;CHARACTER;SCIENTIST;#2#;2;3;3;2;#{H} You may sacrifice a Permanent. If you don't, I gain [FLEETING].#;;;;;;;;;;"""It is important to make a dream of life and of a dream reality.""";;;;;;Taras Susak
ALT_CYCLONE_B_AX_73_R2;ALT_CYCLONE_B_AX_73_C;YZ;RARE;Marie Curie;;;;;CHARACTER;SCIENTIST;#2#;2;3;3;2;#{H} You may sacrifice a Character or Permanent. If you don't, I gain [FLEETING].#;;;;;;;;;;"""It is important to make a dream of life and of a dream reality.""";;;;;;Taras Susak
ALT_CYCLONE_B_AX_74_C;ALT_CYCLONE_B_AX_74_C;AX;COMMON;Lucan, Hungry Leviathan;;;;;CHARACTER;LEVIATHAN;5;4;2;2;2;$[GIGANTIC].  {J} You may discard any number of cards from your Reserve to give me that many boosts.;;;;;;;;;;It bursts out of the clouds to devour our metal shuttles.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_74_R1;ALT_CYCLONE_B_AX_74_C;AX;RARE;Lucan, Hungry Leviathan;;;;;CHARACTER;LEVIATHAN;5;#5#;2;2;2;[GIGANTIC], #[TOUGH_1].# (Opponents must pay {1} to target me.)  {J} You may #sacrifice# any number of #Permanents# to give me that many boosts.;;;;;;;;;;It bursts out of the clouds to devour our metal shuttles.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_74_R2;ALT_CYCLONE_B_AX_74_C;LY;RARE;Lucan, Hungry Leviathan;;;;;CHARACTER;LEVIATHAN;5;4;2;2;2;[GIGANTIC].  {J} You may discard any number of cards from your Reserve to give me that many boosts.;;;;;;;;;;It bursts out of the clouds to devour our metal shuttles.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_75_C;ALT_CYCLONE_B_AX_75_C;AX;COMMON;Detonation;;;;;SPELL;DISRUPTION;4;4;;;;$[FLEETING].  You may sacrifice a Permanent to reduce my cost by {1}.  Send target Character to Reserve.;;;;;;;;;;Aerolith's instability can turn any bump into an explosive reaction.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_75_R1;ALT_CYCLONE_B_AX_75_C;AX;RARE;Detonation;;;;;SPELL;DISRUPTION;4;4;;;;[FLEETING].  You may sacrifice a Permanent to reduce my cost #by {2}.#  Send to Reserve target Character #with Hand Cost {3} or less.#;;;;;;;;;;Aerolith's instability can turn any bump into an explosive reaction.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_75_R2;ALT_CYCLONE_B_AX_75_C;OR;RARE;Detonation;;;;;SPELL;DISRUPTION;4;4;;;;[FLEETING].  You may sacrifice a Permanent to reduce my cost #by {2}.#  Send to Reserve target Character #with Hand Cost {3} or less.#;;;;;;;;;;Aerolith's instability can turn any bump into an explosive reaction.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_76_C;ALT_CYCLONE_B_AX_76_C;AX;COMMON;Axiom Signet;;;;;SPELL;CONJURATION;2;4;;;;Choose one:  • Create a [BRASSBUG] Robot token in target Expedition.  • Target Permanent you control activates its {j} abilities.  • Discard target Permanent with Hand Cost {3} or less.;;;;;;;;;;Humanism and progress.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_76_R1;ALT_CYCLONE_B_AX_76_C;AX;RARE;Axiom Signet;;;;;SPELL;CONJURATION;#3#;#3#;;;;#[FLEETING].#  Choose #two:#  • Create a [BRASSBUG] Robot token in target Expedition.  • Target Permanent you control activates its {j} abilities.  • Discard target Permanent with Hand Cost {3} or less.;;;;;;;;;;Humanism and progress.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_76_R2;ALT_CYCLONE_B_AX_76_C;OR;RARE;Axiom Signet;;;;;SPELL;CONJURATION;#3#;#3#;;;;#[FLEETING].#  Choose #two:#  • Create a [BRASSBUG] Robot token in target Expedition.  • Target Permanent you control activates its {j} abilities.  • Discard target Permanent with Hand Cost {3} or less.;;;;;;;;;;Humanism and progress.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_77_C;ALT_CYCLONE_B_AX_77_C;AX;COMMON;Aerolith Reef;;;;;LANDMARK_PERMANENT;SITE;2;2;;;;{J} You may send to Reserve target Character with Hand Cost {2} or less.;;;;;;;;;;Reaching the pillar is no easy journey, as the clouds conceal countless reefs and other dangers.;;;;;;Khoa Viet
ALT_CYCLONE_B_AX_77_R1;ALT_CYCLONE_B_AX_77_C;AX;RARE;Aerolith Reef;;;;;LANDMARK_PERMANENT;SITE;2;2;;;;{J} You may send to Reserve target Character with Hand Cost {2} or less.  #When I'm sacrificed — [RESUPPLY].  {T}, {1} : Sacrifice me.#;;;;;;;;;;Reaching the pillar is no easy journey, as the clouds conceal countless reefs and other dangers.;;;;;;Khoa Viet
ALT_CYCLONE_B_AX_77_R2;ALT_CYCLONE_B_AX_77_C;OR;RARE;Aerolith Reef;;;;;LANDMARK_PERMANENT;SITE;2;2;;;;{J} You may send to Reserve target Character with Hand Cost {2} or less.  #When I'm sacrificed — [RESUPPLY].  {T}, {1} : Sacrifice me.#;;;;;;;;;;Reaching the pillar is no easy journey, as the clouds conceal countless reefs and other dangers.;;;;;;Khoa Viet
ALT_CYCLONE_B_AX_78_C;ALT_CYCLONE_B_AX_78_C;AX;COMMON;Brassbug Nursery;;;;;LANDMARK_PERMANENT;CONSTRUCTION;4;4;;;;"{J} Create an [AEROLITH] token in your Landmarks. (It's a Permanent with ""When I'm sacrificed — Resupply. {T}, {1}: Sacrifice me."")  {T}, {1}, Sacrifice a Permanent: create a [BRASSBUG] Robot token in target Expedition.";;;;;;;;;;Even far from their Hive, the Brassbugs have developed a way to continue reproducing.;;;;;;Justice Wong
ALT_CYCLONE_B_AX_78_R1;ALT_CYCLONE_B_AX_78_C;AX;RARE;Brassbug Nursery;;;;;LANDMARK_PERMANENT;CONSTRUCTION;#3#;#3#;;;;{T}, {1}, Sacrifice a Permanent: create a [BRASSBUG] Robot token in target Expedition.;;;;;;;;;;Even far from their Hive, the Brassbugs have developed a way to continue reproducing.;;;;;;Justice Wong
ALT_CYCLONE_B_AX_78_R2;ALT_CYCLONE_B_AX_78_C;OR;RARE;Brassbug Nursery;;;;;LANDMARK_PERMANENT;CONSTRUCTION;4;4;;;;{J} Create an [AEROLITH] token in your Landmarks.  {T}, {1}, Sacrifice a Permanent: create a [BRASSBUG] Robot token in target Expedition.;;;;;;;;;;Even far from their Hive, the Brassbugs have developed a way to continue reproducing.;;;;;;Justice Wong
ALT_CYCLONE_B_AX_79_C;ALT_CYCLONE_B_AX_79_C;AX;COMMON;Abandoned Depot;;;;;LANDMARK_PERMANENT;SITE;3;3;;;;{J} Draw a card.  When I'm sacrificed — Draw a card. (Excess Landmarks are sacrificed at the end of the Day.)  {T}, {1} : Sacrifice me.;;;;;;;;;;"""There's no doubt about it... These ruins are the work of people from the City of Scholars."" - Abiram";;;;;;Taras Susak
ALT_CYCLONE_B_AX_79_R1;ALT_CYCLONE_B_AX_79_C;AX;RARE;Abandoned Depot;;;;;LANDMARK_PERMANENT;SITE;#2#;#2#;;;;{J} Draw a card.  When I'm sacrificed — #[RESUPPLY].# (Excess Landmarks are sacrificed at the end of the Day.)  {T}, {1} : Sacrifice me.;;;;;;;;;;"""There's no doubt about it... These ruins are the work of people from the City of Scholars."" - Abiram";;;;;;Taras Susak
ALT_CYCLONE_B_AX_79_R2;ALT_CYCLONE_B_AX_79_C;YZ;RARE;Abandoned Depot;;;;;LANDMARK_PERMANENT;SITE;#2#;#2#;;;;{J} Draw a card.  When I'm sacrificed — #[RESUPPLY].# (Excess Landmarks are sacrificed at the end of the Day.)  {T}, {1} : Sacrifice me.;;;;;;;;;;"""There's no doubt about it... These ruins are the work of people from the City of Scholars."" - Abiram";;;;;;Taras Susak
ALT_CYCLONE_B_AX_80_C;ALT_CYCLONE_B_AX_80_C;AX;COMMON;Brassbug Dropship;;;;;LANDMARK_PERMANENT;CONSTRUCTION;3;3;;;;When I'm sacrificed — Create a [BRASSBUG] Robot token in each of your Expeditions. (Excess Landmarks are sacrificed at the end of the Day.);;;;;;;;;;"""Those little pests are tough. Even three miles up, they still manage to follow us."" - Subhash";;;;;;Kevin Sidharta
ALT_CYCLONE_B_AX_80_R1;ALT_CYCLONE_B_AX_80_C;AX;RARE;Brassbug Dropship;;;;;LANDMARK_PERMANENT;CONSTRUCTION;#2#;#2#;;;;When I'm sacrificed — Create a [BRASSBUG] Robot token in each of your Expeditions. (Excess Landmarks are sacrificed at the end of the Day.);;;;;;;;;;"""Those little pests are tough. Even three miles up, they still manage to follow us."" - Subhash";;;;;;Kevin Sidharta
ALT_CYCLONE_B_AX_80_R2;ALT_CYCLONE_B_AX_80_C;OR;RARE;Brassbug Dropship;;;;;LANDMARK_PERMANENT;CONSTRUCTION;3;3;;;;When I'm sacrificed — Create a [BRASSBUG] Robot token in each of your Expeditions. (Excess Landmarks are sacrificed at the end of the Day.);;;;;;;;;;"""Those little pests are tough. Even three miles up, they still manage to follow us."" - Subhash";;;;;;Kevin Sidharta
ALT_CYCLONE_B_AX_81_C;ALT_CYCLONE_B_AX_81_C;AX;COMMON;Restocking Station;;;;;LANDMARK_PERMANENT;CONSTRUCTION;1;1;;;;{J} I gain 2 Kelon counters.  {T}, Spend 1 of my Kelon counters: target Character loses [FLEETING].;;;;;;;;;;"""Kelon powers our engines, aerolith gives us access to the skies. What heights will we reach with the other two Primordiae?"" - Basem";;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_81_R1;ALT_CYCLONE_B_AX_81_C;AX;RARE;Restocking Station;;;;;LANDMARK_PERMANENT;CONSTRUCTION;#2#;#2#;;;;{J} I gain #3 Kelon counters.#  {T}, Spend #any number# of my Kelon counters: #the same number# of target Characters lose [FLEETING].;;;;;;;;;;"""Kelon powers our engines, aerolith gives us access to the skies. What heights will we reach with the other two Primordiae?"" - Basem";;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_81_R2;ALT_CYCLONE_B_AX_81_C;BR;RARE;Restocking Station;;;;;LANDMARK_PERMANENT;CONSTRUCTION;1;1;;;;{J} I gain 2 Kelon counters.  {T}, Spend 1 of my Kelon counters: target Character loses [FLEETING].;;;;;;;;;;"""Kelon powers our engines, aerolith gives us access to the skies. What heights will we reach with the other two Primordiae?"" - Basem";;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_82_C;ALT_CYCLONE_B_AX_82_C;AX;COMMON;Aerolith Quarry;;;;;LANDMARK_PERMANENT;SITE;2;2;;;;"At Noon — If your opponent is first player, create an [AEROLITH] token in your Landmarks. (It's a Permanent with ""When I'm sacrificed — Resupply. {T}, {1}: Sacrifice me."")";;;;;;;;;;"""It took great feats of ingenuity to mine for resources at such altitude."" - Isaree";;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_82_R1;ALT_CYCLONE_B_AX_82_C;AX;RARE;Aerolith Quarry;;;;;LANDMARK_PERMANENT;SITE;#3#;#3#;;;;At Noon — If your opponent is first player, create an [AEROLITH] token in your Landmarks.  #When you sacrifice a Permanent — You may exhaust me ({T}) to give target Character 1 boost.#;;;;;;;;;;"""It took great feats of ingenuity to mine for resources at such altitude."" - Isaree";;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_AX_82_R2;ALT_CYCLONE_B_AX_82_C;YZ;RARE;Aerolith Quarry;;;;;LANDMARK_PERMANENT;SITE;2;2;;;;At Noon — If your opponent is first player, create an [AEROLITH] token in your Landmarks.;;;;;;;;;;"""It took great feats of ingenuity to mine for resources at such altitude."" - Isaree";;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_BR_65_C;ALT_CYCLONE_B_BR_65_C;BR;COMMON;Sol & Halua;;;;;HERO;0;0;0;;;;"When you pass first (stop taking turns before other players) — I gain 1 Quest counter. Then, if I have 3 or more Quest counters, create a [HALUA] token in your Companion Expedition. (It's a Leviathan Companion token with ""If your Hero has 5 or more Quest counters, I am Gigantic."")";;;;;;;;;;Hate is a spear pointed at one's own heart;;;;;;Tristan Bideau
ALT_CYCLONE_B_BR_66_C;ALT_CYCLONE_B_BR_66_C;BR;COMMON;Jumping Frog;;;;;CHARACTER;ANIMAL;1;1;0;0;1;When you pass first — I gain 1 boost.;;;;;;;;;;Hop to it!;;;;;;Abigael Giroud
ALT_CYCLONE_B_BR_66_R1;ALT_CYCLONE_B_BR_66_C;BR;RARE;Jumping Frog;;;;;CHARACTER;ANIMAL;1;1;0;0;1;When you pass first — #Target Character# gains 1 boost.;;;;;;;;;;Hop to it!;;;;;;Abigael Giroud
ALT_CYCLONE_B_BR_66_R2;ALT_CYCLONE_B_BR_66_C;LY;RARE;Jumping Frog;;;;;CHARACTER;ANIMAL;1;1;0;0;1;When you pass first — #Target Character# gains 1 boost.;;;;;;;;;;Hop to it!;;;;;;Abigael Giroud
ALT_CYCLONE_B_BR_67_C;ALT_CYCLONE_B_BR_67_C;BR;COMMON;Altrun Teammate;;;;;CHARACTER;ADVENTURER;2;2;2;2;1;{J} You may [RUSH] to give me 1 boost. (Rush means playing another card immediately.);;;;;;;;;;Altrun is a running and obstacle-dodging discipline that comes in very handy on these islands.;;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_67_R1;ALT_CYCLONE_B_BR_67_C;BR;RARE;Altrun Teammate;;;;;CHARACTER;ADVENTURER;2;2;2;2;#2#;{J} You may [RUSH] to give #target Character# 1 boost. (Rush means playing another card immediately.);;;;;;;;;;Altrun is a running and obstacle-dodging discipline that comes in very handy on these islands.;;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_67_R2;ALT_CYCLONE_B_BR_67_C;LY;RARE;Altrun Teammate;;;;;CHARACTER;ADVENTURER;2;2;2;2;#2#;{J} You may [RUSH] to give #target Character# 1 boost. (Rush means playing another card immediately.);;;;;;;;;;Altrun is a running and obstacle-dodging discipline that comes in very handy on these islands.;;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_68_C;ALT_CYCLONE_B_BR_68_C;BR;COMMON;Smoldering Jinn;;;;;CHARACTER;ELEMENTAL;2;4;2;3;0;{R} Put the top card of your deck in your Mana zone (as an exhausted Mana Orb).;;;;;;;;;;Fire is always smoldering in the idea of the ember.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_BR_68_R1;ALT_CYCLONE_B_BR_68_C;BR;RARE;Smoldering Jinn;;;;;CHARACTER;ELEMENTAL;2;#3#;2;3;0;{R} #You may [RUSH] to# put the top card of your deck in your Mana zone, exhausted. (Rush means playing another card immediately.);;;;;;;;;;Fire is always smoldering in the idea of the ember.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_BR_68_R2;ALT_CYCLONE_B_BR_68_C;AX;RARE;Smoldering Jinn;;;;;CHARACTER;ELEMENTAL;2;4;2;3;0;{R} Put the top card of your deck in your Mana zone (as an exhausted Mana Orb).;;;;;;;;;;Fire is always smoldering in the idea of the ember.;;;;;;Jean-Baptiste Andrier
ALT_CYCLONE_B_BR_69_C;ALT_CYCLONE_B_BR_69_C;BR;COMMON;Leviathan Spotter;;;;;CHARACTER;MESSENGER;2;2;3;0;2;{R} You may reveal a Character with Hand Cost {4} or more from your hand. If you do, draw a card.;;;;;;;;;;When the horn sounds, the hunters gather to track the Leviathan.;;;;;;Justice Wong
ALT_CYCLONE_B_BR_69_R1;ALT_CYCLONE_B_BR_69_C;BR;RARE;Leviathan Spotter;;;;;CHARACTER;MESSENGER;2;2;3;#2#;2;{R} You may reveal a Character with Hand Cost {4} or more from your hand. If you do, draw a card.;;;;;;;;;;When the horn sounds, the hunters gather to track the Leviathan.;;;;;;Justice Wong
ALT_CYCLONE_B_BR_69_R2;ALT_CYCLONE_B_BR_69_C;YZ;RARE;Leviathan Spotter;;;;;CHARACTER;MESSENGER;2;2;3;0;2;{R} You may reveal a #Spell# with Hand Cost {4} or more from your hand. If you do, draw a card.;;;;;;;;;;When the horn sounds, the hunters gather to track the Leviathan.;;;;;;Justice Wong
ALT_CYCLONE_B_BR_70_C;ALT_CYCLONE_B_BR_70_C;BR;COMMON;Tengu;;;;;CHARACTER;ADVENTURER;2;2;2;3;2;;;;;;;;;;;"""Calling the Tengu means submitting to anger and vanity, no?"" - Basira";;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_70_R1;ALT_CYCLONE_B_BR_70_C;BR;RARE;Tengu;;;;;CHARACTER;ADVENTURER;2;2;2;3;2;#{J} You may [RUSH]. If you do, my Expedition [ASCENDS].# (Rush means playing another card immediately.);;;;;;;;;;"""Calling the Tengu means submitting to anger and vanity, no?"" - Basira";;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_70_R2;ALT_CYCLONE_B_BR_70_C;OR;RARE;Tengu;;;;;CHARACTER;ADVENTURER;2;2;2;#2#;2;#{J} You may [RUSH]. If you do, my Expedition [ASCENDS].# (Rush means playing another card immediately.);;;;;;;;;;"""Calling the Tengu means submitting to anger and vanity, no?"" - Basira";;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_71_C;ALT_CYCLONE_B_BR_71_C;BR;COMMON;Phileas Fogg;;;;;CHARACTER;ADVENTURER;3;3;3;3;3;{R} You may immediately pass. (You end your Afternoon and don't take any more turns this Day.);;;;;;;;;;"""The chance which now seems lost may present itself at the last moment."" - Jules Verne";;;;;;DOBA
ALT_CYCLONE_B_BR_71_R1;ALT_CYCLONE_B_BR_71_C;BR;RARE;Phileas Fogg;;;;;CHARACTER;ADVENTURER;3;3;3;3;3;{R} You may immediately pass. #If you do, I gain 1 boost.#;;;;;;;;;;"""The chance which now seems lost may present itself at the last moment."" - Jules Verne";;;;;;DOBA
ALT_CYCLONE_B_BR_71_R2;ALT_CYCLONE_B_BR_71_C;AX;RARE;Phileas Fogg;;;;;CHARACTER;ADVENTURER;3;3;3;3;3;{R} You may immediately pass. #If you do, I gain 1 boost.#;;;;;;;;;;"""The chance which now seems lost may present itself at the last moment."" - Jules Verne";;;;;;DOBA
ALT_CYCLONE_B_BR_72_C;ALT_CYCLONE_B_BR_72_C;BR;COMMON;Wingsuit Jumper;;;;;CHARACTER;ADVENTURER;3;3;2;3;3;{R} You may [RUSH] to draw a card. (Rush means playing another card immediately.);;;;;;;;;;What's important is not the landing, but the fall.;;;;;;Justice Wong
